Loyalty_Card,Implied_Gender,Residence_Type,Age,Discount_Prg,Celebrated_Valentines,Pregnancy_Test,Birth_Control,Feminine_Hygiene,ThanksGiving_Shopping,Number_Shopping_trips,Folic_Acid,Prenatal_Vitamins,Prenatal_Yoga,Body_Pillow,Ginger_Ale,Nausea_tablets,Stopped_buying_ciggies,Cigarettes,Smoking_Cessation,Stopped_buying_wine,Wine,Maternity_Clothes,PREGNANT
WalG838943,Male,Home,55,No,No,Yes,No,No,No,94,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838943,Male,Apartment,66,No,No,No,No,No,No,34,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838943,Unknown,PO Box,58,No,No,No,No,No,No,84,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
WalG838943,Male,Apartment,22,No,No,Yes,No,No,No,39,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
WalG838945,Female,Apartment,76,Yes,No,No,No,Yes,No,95,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG838945,Female,Home,56,No,No,No,No,No,No,64,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838947,Unknown,Apartment,40,No,No,Yes,No,No,No,61,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
WalG838947,Male,Home,77,No,No,No,No,No,No,51,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes
WalG838948,Female,Home,25,No,Yes,No,No,No,No,91,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838948,Female,Apartment,22,Yes,Yes,No,No,Yes,No,46,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes
WalG838949,Male,Home,35,No,Yes,No,No,No,No,85,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
WalG838949,Female,Apartment,78,No,No,No,No,No,No,65,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838950,Female,PO Box,52,No,Yes,No,No,No,No,39,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838952,Female,PO Box,25,No,No,No,No,No,No,87,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG838953,Female,Apartment,43,No,No,No,No,No,No,49,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838953,Male,Home,47,No,Yes,No,No,No,No,58,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838954,Female,Home,31,No,No,No,No,No,Yes,77,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG838954,Male,Apartment,28,No,No,No,No,No,No,59,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838955,Male,PO Box,69,No,No,No,No,No,No,91,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838957,Male,Apartment,73,No,No,No,No,No,Yes,51,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG838958,Female,Home,39,No,No,No,No,No,No,64,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838959,Female,PO Box,26,Yes,No,No,No,No,No,68,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG838970,Female,Apartment,72,No,No,No,No,No,No,56,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838972,Female,Apartment,28,No,No,No,No,No,Yes,73,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
WalG838973,Unknown,Home,27,No,No,No,No,No,No,90,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838973,Female,Home,76,No,No,No,No,No,No,30,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG838974,Female,Apartment,27,No,No,No,No,No,No,42,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838974,Female,Apartment,74,No,Yes,No,No,No,Yes,77,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838975,Male,Apartment,78,No,No,No,No,No,No,77,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838977,Female,Home,71,No,No,No,No,Yes,Yes,66,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838978,Male,Apartment,52,No,No,No,No,No,No,100,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838979,Male,Home,56,Yes,No,No,No,No,No,54,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes
WalG838980,Male,Home,61,No,No,Yes,No,No,Yes,62,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes
WalG838982,Male,Home,48,No,No,No,No,No,No,99,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
WalG838983,Male,Apartment,63,No,No,No,No,No,No,59,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838983,Male,Home,65,No,No,No,No,No,No,103,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838984,Female,Apartment,44,Yes,No,No,No,No,Yes,58,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG838984,Female,Home,31,No,No,Yes,No,No,No,101,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG838985,Female,PO Box,45,No,No,No,No,No,Yes,70,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes
WalG838987,Female,Apartment,66,No,No,No,Yes,No,No,57,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838988,Male,Apartment,41,No,No,No,No,No,No,89,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838989,Female,PO Box,28,No,No,No,No,No,No,74,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838990,Male,PO Box,24,Yes,Yes,No,No,No,No,35,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes
WalG838992,Female,Apartment,27,No,Yes,No,No,No,No,95,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838993,Male,Apartment,59,No,No,No,No,No,No,90,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838993,Unknown,Apartment,47,No,No,No,No,No,No,49,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838994,Female,Apartment,43,No,Yes,No,No,No,No,80,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG838994,Male,Home,38,Yes,No,No,No,No,No,96,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
WalG838995,Unknown,Apartment,35,Yes,No,No,No,Yes,Yes,35,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG838997,Unknown,Home,60,No,No,No,No,No,No,57,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG838998,Male,Apartment,64,No,No,No,No,No,No,104,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG838999,Female,Home,49,No,No,No,No,No,No,52,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG845000,Female,Apartment,53,No,No,No,No,No,No,87,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845002,Male,Home,59,No,No,No,No,No,No,29,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845003,Female,Home,49,No,No,Yes,No,No,No,54,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845003,Female,Home,41,No,No,No,No,No,Yes,100,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845004,Male,Home,31,No,No,No,No,No,Yes,86,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845004,Female,Apartment,40,No,No,No,No,No,Yes,54,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845005,Female,PO Box,63,No,No,No,No,No,Yes,39,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG845007,Female,Home,64,No,Yes,No,No,No,No,53,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845008,Female,Home,66,Yes,No,No,No,No,Yes,69,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes
WalG845009,Female,Apartment,72,No,No,No,No,No,No,66,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
WalG845020,Female,Apartment,52,No,No,No,No,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845022,Female,Home,31,No,Yes,No,No,No,No,69,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes
WalG845023,Unknown,Home,78,No,No,Yes,No,No,No,65,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
WalG845023,Female,Home,71,No,No,No,No,No,No,81,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
WalG845024,Male,Home,60,No,No,No,No,No,No,104,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845024,Male,Apartment,26,Yes,Yes,Yes,No,No,Yes,41,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes
WalG845025,Male,Home,78,No,No,Yes,No,No,No,80,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG845027,Female,Home,61,Yes,No,No,Yes,No,No,35,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
WalG845028,Female,PO Box,60,No,No,No,No,No,Yes,94,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845029,Female,Apartment,52,No,No,No,No,No,No,53,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845030,Female,Apartment,75,No,Yes,No,No,No,No,50,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845030,Female,PO Box,75,No,No,No,No,No,No,88,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG845032,Male,Apartment,42,Yes,Yes,No,No,No,No,60,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes
WalG845032,Male,Home,58,No,Yes,No,No,No,No,41,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes
WalG845033,Female,Apartment,68,No,No,No,No,No,No,100,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845033,Male,Home,70,No,No,No,No,No,No,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845033,Female,Home,41,No,No,No,No,No,No,33,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG845033,Female,Home,35,No,No,No,No,No,No,36,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845034,Female,Apartment,24,No,No,No,No,No,No,65,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845034,Unknown,Home,39,Yes,No,No,No,No,No,41,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845034,Male,Home,53,No,No,No,No,No,No,70,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845034,Male,Apartment,63,Yes,No,No,No,No,No,31,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845035,Female,Home,61,Yes,Yes,No,No,No,No,82,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes
WalG845035,Female,Home,42,No,No,Yes,No,No,No,83,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845037,Unknown,Apartment,65,No,No,No,No,No,Yes,39,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
WalG845037,Male,Apartment,33,No,Yes,No,No,No,Yes,58,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes
WalG845038,Female,Home,74,No,Yes,No,No,No,Yes,78,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845038,Unknown,Apartment,70,No,No,No,No,No,No,91,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845038,Male,Apartment,28,No,Yes,Yes,No,No,No,40,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
WalG845038,Female,Home,57,No,No,No,No,No,No,55,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845038,Unknown,Home,39,No,Yes,No,No,No,Yes,104,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845038,Unknown,Apartment,24,No,No,No,No,No,No,99,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845039,Male,Apartment,23,No,No,Yes,No,No,Yes,36,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
WalG845039,Female,Apartment,57,No,Yes,No,No,No,No,70,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845040,Male,Home,48,No,No,No,Yes,No,Yes,42,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845040,Female,Home,53,Yes,No,No,No,No,No,73,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845042,Unknown,Apartment,49,No,No,No,No,No,Yes,53,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845042,Male,Home,64,No,No,No,No,No,No,68,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
WalG845043,Female,Home,63,No,No,No,No,No,No,92,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845043,Unknown,Home,42,No,No,Yes,No,Yes,No,62,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845043,Unknown,Home,60,No,No,No,No,No,No,94,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
WalG845043,Female,Home,25,No,No,No,No,No,No,104,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes
WalG845045,Female,Apartment,48,Yes,No,Yes,No,No,Yes,61,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes
WalG845045,Male,Home,46,No,No,No,No,No,Yes,71,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845047,Male,Apartment,31,No,No,Yes,No,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845047,Unknown,Apartment,78,No,Yes,No,No,No,No,83,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845048,Female,Home,76,No,Yes,No,No,No,No,84,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes
WalG845048,Female,Apartment,24,No,No,Yes,No,No,No,94,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845049,Male,Home,39,No,Yes,No,No,No,No,85,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
WalG845049,Female,Apartment,28,No,No,No,No,No,Yes,45,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845050,Male,Home,61,Yes,No,No,No,No,No,103,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845052,Male,Apartment,66,No,No,Yes,No,No,No,27,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845053,Female,Home,78,No,No,No,Yes,No,No,94,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845053,Unknown,Apartment,61,No,No,No,Yes,No,No,96,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845054,Female,Apartment,35,No,No,No,No,No,No,41,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845054,Female,Home,55,Yes,No,No,No,No,Yes,82,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes
WalG845055,Female,PO Box,24,No,No,No,No,No,No,88,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes
WalG845057,Male,PO Box,23,No,Yes,No,No,No,No,81,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845058,Female,Home,71,No,No,No,No,No,No,53,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
WalG845059,Female,Apartment,61,No,No,No,No,No,Yes,85,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes
WalG845070,Male,Apartment,27,Yes,No,Yes,No,No,No,34,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes
WalG845072,Female,Home,66,No,No,Yes,No,No,No,64,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG845073,Female,Home,74,No,No,No,No,No,Yes,62,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845073,Female,PO Box,46,No,Yes,No,No,No,No,78,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845074,Female,PO Box,45,No,No,No,No,No,No,76,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845074,Female,Apartment,67,No,No,No,Yes,No,No,82,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845075,Male,Apartment,32,No,No,No,No,No,No,68,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
WalG845077,Female,Apartment,66,No,Yes,No,No,No,No,64,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845078,Female,Home,54,No,No,No,No,No,No,36,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845079,Male,PO Box,61,No,No,No,No,No,No,33,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845080,Unknown,Home,70,Yes,No,No,No,No,No,100,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845082,Female,Home,78,No,No,No,No,No,No,30,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845083,Female,Apartment,69,No,No,No,No,No,Yes,27,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845083,Female,Home,42,No,Yes,No,No,No,No,27,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845084,Male,Apartment,72,No,Yes,No,No,No,No,49,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes
WalG845084,Female,Home,72,No,No,No,No,No,No,94,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
WalG845085,Male,PO Box,66,No,No,Yes,No,No,No,81,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes
WalG845087,Female,PO Box,54,No,Yes,No,No,No,No,46,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845088,Female,Apartment,71,No,No,No,No,No,Yes,94,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845089,Male,Apartment,23,No,Yes,No,No,No,No,34,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
WalG845090,Male,Apartment,54,No,No,No,No,No,Yes,40,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845092,Unknown,Home,74,No,No,No,Yes,No,No,30,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG845093,Female,Apartment,51,No,Yes,No,No,No,No,50,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes
WalG845093,Female,Apartment,53,No,No,No,No,No,No,67,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845094,Male,Home,35,No,No,No,No,No,Yes,73,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes
WalG845094,Female,Home,55,No,Yes,No,No,No,No,69,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845095,Female,Home,71,No,No,No,No,No,No,36,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845097,Female,Apartment,75,No,No,No,No,No,Yes,33,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845098,Female,Home,32,Yes,No,No,No,No,No,36,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845099,Male,Apartment,41,Yes,Yes,No,No,No,Yes,45,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes
WalG845200,Male,Apartment,34,No,Yes,No,No,No,No,56,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes
WalG845202,Unknown,Apartment,27,No,No,No,No,No,No,71,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845203,Female,Home,40,No,No,No,No,No,No,45,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
WalG845203,Female,Home,52,No,No,No,No,No,No,53,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
WalG845204,Female,Home,62,No,No,No,No,No,No,98,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
WalG845204,Female,Apartment,44,No,No,No,No,No,No,77,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845205,Male,Home,48,No,No,No,No,No,Yes,60,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes
WalG845207,Female,Home,34,No,No,No,No,No,Yes,37,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845208,Female,Home,51,No,No,No,No,No,No,92,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
WalG845209,Female,Apartment,34,No,No,No,No,No,No,76,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845220,Female,Home,78,No,No,No,No,No,No,57,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG845222,Female,Home,65,No,No,Yes,No,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845223,Female,Apartment,59,No,No,No,No,No,No,65,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845223,Male,Apartment,28,No,No,No,No,No,No,89,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845224,Female,Home,70,No,No,No,No,No,No,67,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
WalG845224,Female,Apartment,68,No,Yes,No,No,No,No,50,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845225,Male,Apartment,69,No,No,No,No,No,Yes,86,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845227,Male,Home,23,No,No,No,No,No,No,104,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
WalG845228,Female,PO Box,27,Yes,No,No,No,No,Yes,65,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes
WalG845229,Male,Home,61,No,No,No,No,No,No,33,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845230,Female,Home,76,No,No,No,No,No,No,93,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845230,Female,Home,72,No,No,No,No,No,No,90,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
WalG845232,Female,Home,59,No,No,Yes,No,No,Yes,97,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845232,Male,Apartment,55,No,Yes,No,No,No,No,55,No,No,No,No,No,No,No,No,No,No,No,Yes,No
WalG845233,Unknown,Home,50,No,No,No,No,No,Yes,36,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845233,Female,Home,44,No,No,No,No,No,No,92,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845233,Male,Home,66,No,No,No,No,No,No,59,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845233,Female,Home,31,No,No,No,No,No,No,61,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845234,Female,Home,65,Yes,No,No,No,No,No,34,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
WalG845234,Male,Home,34,Yes,No,No,No,No,No,102,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
WalG845234,Male,Apartment,31,No,No,No,Yes,No,No,39,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845234,Female,PO Box,57,No,No,No,Yes,No,No,52,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845235,Female,Home,73,No,No,No,No,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,Yes
WalG845235,Male,Apartment,65,No,No,No,Yes,No,No,75,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845237,Female,PO Box,38,No,Yes,No,No,No,Yes,74,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
WalG845237,Male,Apartment,39,No,Yes,No,No,Yes,No,99,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
WalG845238,Female,Home,24,No,No,No,No,No,Yes,82,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
WalG845238,Male,Home,58,No,No,No,No,No,No,62,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845238,Male,Home,75,No,No,No,No,No,No,43,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845238,Male,Home,40,No,No,No,No,No,No,69,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845238,Female,Apartment,44,No,No,No,No,Yes,Yes,47,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845238,Female,Home,53,No,No,No,Yes,No,No,41,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845239,Male,Home,49,No,No,No,No,No,Yes,61,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
WalG845239,Male,Apartment,52,No,No,No,Yes,No,No,93,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845240,Female,Apartment,70,No,No,No,No,No,No,77,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845240,Male,Home,56,No,No,No,No,Yes,No,41,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845242,Female,Apartment,59,No,Yes,No,Yes,No,No,100,No,No,No,No,No,No,No,No,No,No,No,Yes,No
WalG845242,Female,Apartment,67,No,No,No,No,No,No,77,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845243,Male,Home,64,No,No,No,No,No,No,71,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845243,Male,Home,24,No,No,No,No,No,No,28,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845243,Male,Home,40,No,No,No,No,No,No,41,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845243,Male,Apartment,34,No,No,No,No,No,No,32,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845245,Male,Home,59,No,No,No,No,No,No,62,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845245,Male,Home,56,No,No,No,No,No,No,58,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845247,Male,Home,47,No,No,No,No,Yes,No,44,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WalG845247,Female,Apartment,70,No,No,No,No,No,No,51,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845248,Female,Home,68,No,No,No,No,No,No,62,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845248,Female,Home,42,No,Yes,No,No,Yes,No,50,No,No,No,No,No,No,No,No,No,No,No,Yes,No
WalG845249,Female,PO Box,35,No,No,No,Yes,Yes,No,56,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845249,Male,Apartment,51,No,No,No,No,No,No,36,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845250,Female,Apartment,66,No,No,No,No,No,No,94,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845252,Female,Home,53,No,No,No,No,No,No,89,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845253,Male,Home,57,No,No,No,No,Yes,No,97,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845253,Female,Apartment,40,No,No,No,Yes,No,No,38,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845254,Male,Apartment,78,No,No,No,No,Yes,No,78,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845254,Female,Apartment,46,No,No,No,No,No,No,56,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845255,Female,Home,28,No,No,No,No,No,No,69,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845257,Female,Apartment,75,No,No,No,No,Yes,No,37,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845258,Female,Apartment,36,No,No,No,No,No,No,85,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845259,Male,Apartment,78,No,No,No,No,No,No,88,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845270,Unknown,Apartment,25,No,No,No,No,Yes,No,81,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845272,Female,Home,26,No,No,No,No,No,No,60,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845273,Female,Apartment,65,No,No,No,Yes,No,No,67,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
WalG845273,Male,Home,47,No,No,No,Yes,No,No,39,No,No,No,No,No,No,No,No,No,No,Yes,No,No
